Key Word,Articles Found,Articles Successfully Parsed
hispanics,100,83,,"('hispanic', 843)","('hispanics', 340)","('voters', 310)","('latino', 280)","('people', 264)","('population', 178)","('latinos', 176)","('democrats', 173)","('percent', 170)","('texas', 154)","('states', 154)","('new', 139)","('white', 135)","('democratic', 133)","('community', 132)"
